case_id,defect_id,category,expected_error_code,case_path,clean
D24-10,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_10,false
D24-11,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_11,false
D24-12,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_12,false
D24-13,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_13,false
D24-14,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_14,false
D24-15,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_15,false
D24-16,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_16,false
D24-17,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_17,false
D24-18,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_18,false
D24-19,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_19,false
D24-20,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_20,false
D24-21,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_21,false
D24-22,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_22,false
D24-23,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_23,false
D24-24,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_24,false
D24-25,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_25,false
D24-26,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_26,false
D24-27,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_27,false
D24-28,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_28,false
D24-29,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_29,false
D24-30,D24,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d24/case_30,false
D25-01,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_01,false
D25-02,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_02,false
D25-03,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_03,false
D25-04,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_04,false
D25-05,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_05,false
D25-06,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_06,false
D25-07,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_07,false
D25-08,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_08,false
D25-09,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_09,false
D25-10,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_10,false
D25-11,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_11,false
D25-12,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_12,false
D25-13,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_13,false
D25-14,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_14,false
D25-15,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_15,false
D25-16,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_16,false
D25-17,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_17,false
D25-18,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_18,false
D25-19,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_19,false
D25-20,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_20,false
D25-21,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_21,false
D25-22,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_22,false
D25-23,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_23,false
D25-24,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_24,false
D25-25,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_25,false
D25-26,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_26,false
D25-27,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_27,false
D25-28,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_28,false
D25-29,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_29,false
D25-30,D25,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d25/case_30,false
D26-01,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_01,false
D26-02,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_02,false
D26-03,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_03,false
D26-04,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_04,false
D26-05,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_05,false
D26-06,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_06,false
D26-07,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_07,false
D26-08,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_08,false
D26-09,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_09,false
D26-10,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_10,false
D26-11,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_11,false
D26-12,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_12,false
D26-13,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_13,false
D26-14,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_14,false
D26-15,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_15,false
D26-16,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_16,false
D26-17,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_17,false
D26-18,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_18,false
D26-19,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_19,false
D26-20,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_20,false
D26-21,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_21,false
D26-22,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_22,false
D26-23,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_23,false
D26-24,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_24,false
D26-25,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_25,false
D26-26,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_26,false
D26-27,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_27,false
D26-28,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_28,false
D26-29,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_29,false
D26-30,D26,Portability,NON_PORTABLE_PATH,examples/corrupted_artifact_cases_extended/d26/case_30,false
D27-01,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_01,false
D27-02,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_02,false
D27-03,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_03,false
D27-04,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_04,false
D27-05,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_05,false
D27-06,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_06,false
D27-07,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_07,false
D27-08,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_08,false
D27-09,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_09,false
D27-10,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_10,false
D27-11,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_11,false
D27-12,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_12,false
D27-13,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_13,false
D27-14,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_14,false
D27-15,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_15,false
D27-16,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_16,false
D27-17,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_17,false
D27-18,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_18,false
D27-19,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_19,false
D27-20,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_20,false
D27-21,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_21,false
D27-22,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_22,false
D27-23,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_23,false
D27-24,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_24,false
D27-25,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_25,false
D27-26,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_26,false
D27-27,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_27,false
D27-28,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_28,false
D27-29,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_29,false
D27-30,D27,Package,PACKAGE_MISSING_README,examples/corrupted_artifact_cases_extended/d27/case_30,false
D28-01,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_01,false
D28-02,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_02,false
D28-03,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_03,false
D28-04,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_04,false
D28-05,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_05,false
D28-06,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_06,false
D28-07,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_07,false
D28-08,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_08,false
D28-09,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_09,false
D28-10,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_10,false
D28-11,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_11,false
D28-12,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_12,false
D28-13,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_13,false
D28-14,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_14,false
D28-15,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_15,false
D28-16,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_16,false
D28-17,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_17,false
D28-18,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_18,false
D28-19,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_19,false
D28-20,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_20,false
D28-21,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_21,false
D28-22,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_22,false
D28-23,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_23,false
D28-24,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_24,false
D28-25,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_25,false
D28-26,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_26,false
D28-27,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_27,false
D28-28,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_28,false
D28-29,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_29,false
D28-30,D28,Package,PACKAGE_MISSING_LICENSE,examples/corrupted_artifact_cases_extended/d28/case_30,false
D29-01,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_01,false
D29-02,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_02,false
D29-03,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_03,false
D29-04,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_04,false
D29-05,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_05,false
D29-06,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_06,false
D29-07,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_07,false
D29-08,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_08,false
D29-09,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_09,false
D29-10,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_10,false
D29-11,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_11,false
D29-12,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_12,false
D29-13,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_13,false
D29-14,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_14,false
D29-15,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_15,false
D29-16,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_16,false
D29-17,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_17,false
D29-18,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_18,false
D29-19,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_19,false
D29-20,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_20,false
D29-21,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_21,false
D29-22,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_22,false
D29-23,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_23,false
D29-24,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_24,false
D29-25,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_25,false
D29-26,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_26,false
D29-27,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_27,false
D29-28,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_28,false
D29-29,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_29,false
D29-30,D29,Package,PACKAGE_MISSING_CITATION,examples/corrupted_artifact_cases_extended/d29/case_30,false
D30-01,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_01,false
D30-02,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_02,false
D30-03,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_03,false
D30-04,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_04,false
D30-05,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_05,false
D30-06,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_06,false
D30-07,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_07,false
D30-08,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_08,false
D30-09,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_09,false
D30-10,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_10,false
D30-11,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_11,false
D30-12,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_12,false
D30-13,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_13,false
D30-14,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_14,false
D30-15,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_15,false
D30-16,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_16,false
D30-17,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_17,false
D30-18,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_18,false
D30-19,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_19,false
D30-20,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_20,false
D30-21,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_21,false
D30-22,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_22,false
D30-23,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_23,false
D30-24,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_24,false
D30-25,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_25,false
D30-26,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_26,false
D30-27,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_27,false
D30-28,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_28,false
D30-29,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_29,false
D30-30,D30,Package,RELEASE_CONTAMINATION,examples/corrupted_artifact_cases_extended/d30/case_30,false
CLEAN-01,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_01,true
CLEAN-02,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_02,true
CLEAN-03,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_03,true
CLEAN-04,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_04,true
CLEAN-05,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_05,true
CLEAN-06,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_06,true
CLEAN-07,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_07,true
CLEAN-08,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_08,true
CLEAN-09,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_09,true
CLEAN-10,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_10,true
CLEAN-11,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_11,true
CLEAN-12,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_12,true
CLEAN-13,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_13,true
CLEAN-14,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_14,true
CLEAN-15,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_15,true
CLEAN-16,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_16,true
CLEAN-17,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_17,true
CLEAN-18,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_18,true
CLEAN-19,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_19,true
CLEAN-20,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_20,true
CLEAN-21,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_21,true
CLEAN-22,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_22,true
CLEAN-23,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_23,true
CLEAN-24,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_24,true
CLEAN-25,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_25,true
CLEAN-26,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_26,true
CLEAN-27,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_27,true
CLEAN-28,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_28,true
CLEAN-29,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_29,true
CLEAN-30,CLEAN,Clean,NONE,examples/corrupted_artifact_cases_extended/clean_specificity/case_30,true
